STATION_NAME,TRANSECT,STATION_ID,SAMPLE_TIME,LATITUDE,LONGITUDE,SECCHI_DEPTH,ACOUSTIC_DEPTH,REPLICATE_DESC,TEMPERATURE,SALINITY,SAMPLE_DEPTH,CHL_A,TRICHODESMIUM
Lillies (LIL),Coastal,221,12/2/06 0:00,-23.87,151.33,1.5,,A1,,,,0.74648,
Lillies (LIL),Coastal,221,12/2/06 0:00,-23.87,151.33,1.5,,A2,,,,0.65919,
Lillies (LIL),Coastal,221,12/2/06 0:00,-23.87,151.33,1.5,,B1,,,,1.10166,
Lillies (LIL),Coastal,221,12/2/06 0:00,-23.87,151.33,1.5,,B2,,,,1.04748,
Oyster Rocks (OR),Coastal,220,12/2/06 0:00,-23.883,151.379,1.5,,A1,,,,0.78862,
Oyster Rocks (OR),Coastal,220,12/2/06 0:00,-23.883,151.379,1.5,,A2,,,,0.79163,
Seal Rocks (SR),Coastal,219,12/2/06 0:00,-23.95,151.48,1.6,,A1,,,,0.76454,
Seal Rocks (SR),Coastal,219,12/2/06 0:00,-23.95,151.48,1.6,,A2,,,,0.67123,
Seal Rocks (SR),Coastal,219,12/2/06 0:00,-23.95,151.48,1.6,,B1,,,,0.57491,
Seal Rocks (SR),Coastal,219,12/2/06 0:00,-23.95,151.48,1.6,,B2,,,,0.52374,
Wild Cattle Creek (WC),Coastal,217,12/2/06 0:00,-23.947,151.38,1.1,,A1,,,,0.96019,
Wild Cattle Creek (WC),Coastal,217,12/2/06 0:00,-23.947,151.38,1.1,,A2,,,,0.99029,
Wild Cattle Creek (WC),Coastal,217,12/2/06 0:00,-23.947,151.38,1.1,,B1,,,,0.77357,
Wild Cattle Creek (WC),Coastal,217,12/2/06 0:00,-23.947,151.38,1.1,,B2,,,,0.89096,
Shute Harbour Jetty,Coastal,207,10/2/06 6:15,-20.299,148.786,,,A1,,,,0.51772,Absent
Shute Harbour Jetty,Coastal,207,10/2/06 6:15,-20.299,148.786,,,A2,,,,0.53578,Absent
Shute Harbour Jetty,Coastal,207,10/2/06 6:15,-20.299,148.786,,,B1,,,,0.68929,Absent
Shute Harbour Jetty,Coastal,207,10/2/06 6:15,-20.299,148.786,,,B2,,,,0.64113,Absent
Rosslyn Bay Marina Wall,Coastal,209,29/1/06 9:00,-23.166,150.782,,,A1,,,,2.3779,Absent
Rosslyn Bay Marina Wall,Coastal,209,29/1/06 9:00,-23.166,150.782,,,A2,,,,2.4381,Absent
Boyne River (BR),Coastal,216,29/1/06 0:00,-23.93,151.36,0.9,,A1,,,,1.43878,
Boyne River (BR),Coastal,216,29/1/06 0:00,-23.93,151.36,0.9,,A2,,,,1.48694,
Colosseum Inlet (COL),Coastal,218,29/1/06 0:00,-23.99,151.43,1.4,,A1,,,,0.03311,
Colosseum Inlet (COL),Coastal,218,29/1/06 0:00,-23.99,151.43,1.4,,A2,,,,1.06855,
Lillies (LIL),Coastal,221,29/1/06 0:00,-23.87,151.33,1,,A1,,,,1.806,
Lillies (LIL),Coastal,221,29/1/06 0:00,-23.87,151.33,1,,A2,,,,2.04981,
Lillies (LIL),Coastal,221,29/1/06 0:00,-23.87,151.33,1,,B1,,,,1.9565,
Lillies (LIL),Coastal,221,29/1/06 0:00,-23.87,151.33,1,,B2,,,,2.08292,
Oyster Rocks (OR),Coastal,220,29/1/06 0:00,-23.883,151.379,1.6,,A1,,,,2.9799,
Oyster Rocks (OR),Coastal,220,29/1/06 0:00,-23.883,151.379,1.6,,A2,,,,3.4615,
Seal Rocks (SR),Coastal,219,29/1/06 0:00,-23.95,151.48,1.8,,A1,,,,0.7224,
Seal Rocks (SR),Coastal,219,29/1/06 0:00,-23.95,151.48,1.8,,A2,,,,0.94514,
Seal Rocks (SR),Coastal,219,29/1/06 0:00,-23.95,151.48,1.8,,B1,,,,0.91504,
Seal Rocks (SR),Coastal,219,29/1/06 0:00,-23.95,151.48,1.8,,B2,,,,0.90902,
Wild Cattle Creek (WC),Coastal,217,29/1/06 0:00,-23.947,151.38,1.1,,A1,,,,1.59229,
Wild Cattle Creek (WC),Coastal,217,29/1/06 0:00,-23.947,151.38,1.1,,A2,,,,1.53209,
Wild Cattle Creek (WC),Coastal,217,29/1/06 0:00,-23.947,151.38,1.1,,B1,,,,1.70366,
Wild Cattle Creek (WC),Coastal,217,29/1/06 0:00,-23.947,151.38,1.1,,B2,,,,1.2943,
Low Isles1,Port Douglas,11,27/1/06 14:55,-16.36899,145.544,,,A1,,,,1.01437,
Low Isles1,Port Douglas,11,27/1/06 14:55,-16.36899,145.544,,,A2,,,,0.98126,
Low Isles1,Port Douglas,11,27/1/06 14:55,-16.36899,145.544,,,B1,,,,1.15584,
Low Isles1,Port Douglas,11,27/1/06 14:55,-16.36899,145.544,,,B2,,,,1.00534,
Rudder Reef,Port Douglas,82,27/1/06 13:30,-16.02917,145.67,,,A1,,,,0.20468,Absent
Rudder Reef,Port Douglas,82,27/1/06 13:30,-16.02917,145.67,,,A2,,,,0.20468,Absent
Rudder Reef,Port Douglas,82,27/1/06 13:30,-16.02917,145.67,,,B1,,,,0.18662,Absent
Rudder Reef,Port Douglas,82,27/1/06 13:30,-16.02917,145.67,,,B2,,,,0.22876,Absent
Inside Agincourt 4 Reef,Port Douglas,13,27/1/06 9:10,-15.965,145.80799,,,A1,,,,0.29498,
Inside Agincourt 4 Reef,Port Douglas,13,27/1/06 9:10,-15.965,145.80799,,,A2,,,,0.33411,
Inside Agincourt 4 Reef,Port Douglas,13,27/1/06 9:10,-15.965,145.80799,,,B1,,,,0.30401,
Inside Agincourt 4 Reef,Port Douglas,13,27/1/06 9:10,-15.965,145.80799,,,B2,,,,0.31304,
Outside Pioneer Bay,Whitsundays,43,24/1/06 10:50,-20.2425,148.71389,7,,A1,,,,1.0535,Absent
Outside Pioneer Bay,Whitsundays,43,24/1/06 10:50,-20.2425,148.71389,7,,A2,,,,0.94815,Absent
Outside Pioneer Bay,Whitsundays,43,24/1/06 10:50,-20.2425,148.71389,7,,B1,,,,1.11069,Absent
Outside Pioneer Bay,Whitsundays,43,24/1/06 10:50,-20.2425,148.71389,7,,B2,,,,1.04146,Absent
Cid Island,Whitsundays,86,24/1/06 10:05,-20.253083,148.91419,8,,A1,,,,0.41839,Absent
Cid Island,Whitsundays,86,24/1/06 10:05,-20.253083,148.91419,8,,A2,,,,0.64113,Absent
Cid Island,Whitsundays,86,24/1/06 10:05,-20.253083,148.91419,8,,B1,,,,0.57491,Absent
Cid Island,Whitsundays,86,24/1/06 10:05,-20.253083,148.91419,8,,B2,,,,0.48461,Absent
Henning,Whitsundays,88,24/1/06 9:40,-20.311333,148.927,8,,A1,,,,0.94213,Absent
Henning,Whitsundays,88,24/1/06 9:40,-20.311333,148.927,8,,A2,,,,0.90601,Absent
Henning,Whitsundays,88,24/1/06 9:40,-20.311333,148.927,8,,B1,,,,0.76755,Absent
Henning,Whitsundays,88,24/1/06 9:40,-20.311333,148.927,8,,B2,,,,0.79765,Absent
Mackay Marina Wall,Coastal,208,23/1/06 9:15,-21.105,149.215,,,A1,,,,0.26789,Absent
Mackay Marina Wall,Coastal,208,23/1/06 9:15,-21.105,149.215,,,A2,,,,0.34314,Absent
Osprey ent. Channel,Cooktown-Osprey,77,23/1/06 8:00,-13.88933,146.55516,,,A1,,,,0.21672,Absent
Osprey ent. Channel,Cooktown-Osprey,77,23/1/06 8:00,-13.88933,146.55516,,,A2,,,,0.24983,Absent
Osprey ent. Channel,Cooktown-Osprey,77,23/1/06 8:00,-13.88933,146.55516,,,B1,,,,0.40033,Absent
Osprey ent. Channel,Cooktown-Osprey,77,23/1/06 8:00,-13.88933,146.55516,,,B2,,,,0.20468,Absent
1 mile off Osprey,Cooktown-Osprey,72,23/1/06 6:00,-13.8694,146.5384,,,A1,,,,0.33712,Absent
1 mile off Osprey,Cooktown-Osprey,72,23/1/06 6:00,-13.8694,146.5384,,,A2,,,,0.43043,Absent
1 mile off Osprey,Cooktown-Osprey,72,23/1/06 6:00,-13.8694,146.5384,,,B1,,,,0.40936,Absent
1 mile off Osprey,Cooktown-Osprey,72,23/1/06 6:00,-13.8694,146.5384,,,B2,,,,0.40635,Absent
1 mile outside Codhole,Cooktown-Osprey,70,22/1/06 22:13,-14.6492,145.674,,,A1,,,,0.33411,
1 mile outside Codhole,Cooktown-Osprey,70,22/1/06 22:13,-14.6492,145.674,,,A2,,,,0.38829,
1 mile outside Codhole,Cooktown-Osprey,70,22/1/06 22:13,-14.6492,145.674,,,B1,,,,0.35217,
1 mile outside Codhole,Cooktown-Osprey,70,22/1/06 22:13,-14.6492,145.674,,,B2,,,,0.33712,
Codhole,Cooktown-Osprey,81,22/1/06 18:00,-14.61217,145.63467,,,A1,,,,0.16254,Absent
Codhole,Cooktown-Osprey,81,22/1/06 18:00,-14.61217,145.63467,,,A2,,,,0.15351,Absent
Codhole,Cooktown-Osprey,81,22/1/06 18:00,-14.61217,145.63467,,,B1,,,,0.17458,Absent
Codhole,Cooktown-Osprey,81,22/1/06 18:00,-14.61217,145.63467,,,B2,,,,0.13244,Absent
Harrier Reef,Cooktown-Osprey,69,22/1/06 6:50,-15.1172,145.6959,,,A1,,,,0.29799,Absent
Harrier Reef,Cooktown-Osprey,69,22/1/06 6:50,-15.1172,145.6959,,,A2,,,,0.35217,Absent
Harrier Reef,Cooktown-Osprey,69,22/1/06 6:50,-15.1172,145.6959,,,B1,,,,0.29799,Absent
Harrier Reef,Cooktown-Osprey,69,22/1/06 6:50,-15.1172,145.6959,,,B2,,,,0.30702,Absent
Strickland,Cooktown-Osprey,68,22/1/06 5:55,-15.078,145.4915,,,A1,,,,0.58695,
Strickland,Cooktown-Osprey,68,22/1/06 5:55,-15.078,145.4915,,,A2,,,,0.52675,
Strickland,Cooktown-Osprey,68,22/1/06 5:55,-15.078,145.4915,,,B1,,,,0.55384,
Strickland,Cooktown-Osprey,68,22/1/06 5:55,-15.078,145.4915,,,B2,,,,0.60501,
Bedford,Cooktown-Osprey,67,22/1/06 4:30,-15.27718,145.36213,,,A1,,,,0.17759,Absent
Bedford,Cooktown-Osprey,67,22/1/06 4:30,-15.27718,145.36213,,,A2,,,,0.19264,Absent
Bedford,Cooktown-Osprey,67,22/1/06 4:30,-15.27718,145.36213,,,B1,,,,0.18662,Absent
Bedford,Cooktown-Osprey,67,22/1/06 4:30,-15.27718,145.36213,,,B2,,,,0.18963,Absent
Cooktown,Cooktown-Osprey,66,22/1/06 3:00,-15.4662,145.3451,,,A1,,,,0.21371,Absent
Cooktown,Cooktown-Osprey,66,22/1/06 3:00,-15.4662,145.3451,,,A2,,,,0.18662,Absent
Cooktown,Cooktown-Osprey,66,22/1/06 3:00,-15.4662,145.3451,,,B1,,,,0.18963,Absent
Cooktown,Cooktown-Osprey,66,22/1/06 3:00,-15.4662,145.3451,,,B2,,,,0.18361,Absent
Snapper Island,Port Douglas,83,21/1/06 19:55,-16.29983,145.51283,,,A1,,,,0.29197,Absent
Snapper Island,Port Douglas,83,21/1/06 19:55,-16.29983,145.51283,,,A2,,,,0.19866,Absent
Snapper Island,Port Douglas,83,21/1/06 19:55,-16.29983,145.51283,,,B1,,,,0.28294,Absent
Snapper Island,Port Douglas,83,21/1/06 19:55,-16.29983,145.51283,,,B2,,,,0.27391,Absent
Near Port Douglas,Port Douglas,10,21/1/06 19:25,-16.48343,145.45775,,,A1,,,,0.44849,Absent
Near Port Douglas,Port Douglas,10,21/1/06 19:25,-16.48343,145.45775,,,A2,,,,0.41839,Absent
Near Port Douglas,Port Douglas,10,21/1/06 19:25,-16.48343,145.45775,,,B1,,,,0.41237,Absent
Near Port Douglas,Port Douglas,10,21/1/06 19:25,-16.48343,145.45775,,,B2,,,,0.41237,Absent
Fitzroy Island Jetty,Fitzroy Island,203,19/1/06 12:05,-16.933,145.995,,,A1,,,,0.41839,Absent
Fitzroy Island Jetty,Fitzroy Island,203,19/1/06 12:05,-16.933,145.995,,,A2,,,,0.46354,Absent
Cardwell Jetty,Coastal,205,18/1/06 10:00,-18.267,146.033,,,A1,,,,1.07156,Absent
Cardwell Jetty,Coastal,205,18/1/06 10:00,-18.267,146.033,,,A2,,,,1.07457,Absent
Heron Island,Capricorn-Bunkers,29,16/1/06 12:07,-23.42,151.86999,10,,A1,,,,0.61404,Present
Heron Island,Capricorn-Bunkers,29,16/1/06 12:07,-23.42,151.86999,10,,A2,,,,0.5418,Present
Heron Island,Capricorn-Bunkers,29,16/1/06 12:07,-23.42,151.86999,10,,B1,,,,0.57491,Present
Heron Island,Capricorn-Bunkers,29,16/1/06 12:07,-23.42,151.86999,10,,B2,,,,0.50869,Present
Middle Islands,Capricorn-Bunkers,92,16/1/06 11:40,-23.335,151.8011,9,,A1,,,,0.43344,Present
Middle Islands,Capricorn-Bunkers,92,16/1/06 11:40,-23.335,151.8011,9,,A2,,,,0.43946,Present
Middle Islands,Capricorn-Bunkers,92,16/1/06 11:40,-23.335,151.8011,9,,B1,,,,0.41237,Present
Middle Islands,Capricorn-Bunkers,92,16/1/06 11:40,-23.335,151.8011,9,,B2,,,,0.45752,Present
North West Island,Capricorn-Bunkers,28,16/1/06 11:10,-23.27,151.77,8,,A1,,,,0.47257,Present
North West Island,Capricorn-Bunkers,28,16/1/06 11:10,-23.27,151.77,8,,A2,,,,0.52976,Present
North West Island,Capricorn-Bunkers,28,16/1/06 11:10,-23.27,151.77,8,,B1,,,,0.54481,Present
North West Island,Capricorn-Bunkers,28,16/1/06 11:10,-23.27,151.77,8,,B2,,,,0.5117,Present
Townsville Shipping Channel,Townsville,93,14/1/06 16:27,-19.01,146.91,2.5,,A1,,,,0.49063,Absent
Townsville Shipping Channel,Townsville,93,14/1/06 16:27,-19.01,146.91,2.5,,A2,,,,0.49063,Absent
Townsville Shipping Channel,Townsville,93,14/1/06 16:27,-19.01,146.91,2.5,,B1,,,,0.41538,Absent
Townsville Shipping Channel,Townsville,93,14/1/06 16:27,-19.01,146.91,2.5,,B2,,,,0.57792,Absent
John Brewer Reef,Townsville,94,14/1/06 14:53,-18.4,146.98,9,,A1,,,,0.4214,Absent
John Brewer Reef,Townsville,94,14/1/06 14:53,-18.4,146.98,9,,A2,,,,0.52976,Absent
John Brewer Reef,Townsville,94,14/1/06 14:53,-18.4,146.98,9,,B1,,,,0.48762,Absent
John Brewer Reef,Townsville,94,14/1/06 14:53,-18.4,146.98,9,,B2,,,,0.48762,Absent
Wreck Point,Keppels,23,9/1/06 15:45,-23.13999,150.77,4,,A1,,,,0.68929,Present
Wreck Point,Keppels,23,9/1/06 15:45,-23.13999,150.77,4,,A2,,,,0.71939,Present
Wreck Point,Keppels,23,9/1/06 15:45,-23.13999,150.77,4,,B1,,,,0.59899,Present
Wreck Point,Keppels,23,9/1/06 15:45,-23.13999,150.77,4,,B2,,,,0.75852,Present
Outer Rock,Keppels,22,9/1/06 15:10,-23.05999,150.95104,9,,A1,,,,1.80299,Present
Outer Rock,Keppels,22,9/1/06 15:10,-23.05999,150.95104,9,,A2,,,,2.29061,Present
Outer Rock,Keppels,22,9/1/06 15:10,-23.05999,150.95104,9,,B1,,,,1.28828,Present
Outer Rock,Keppels,22,9/1/06 15:10,-23.05999,150.95104,9,,B2,,,,1.16487,Present
Barren Island,Keppels,25,9/1/06 12:40,-23.19,151.03999,10,,A1,,,,1.52306,Present
Barren Island,Keppels,25,9/1/06 12:40,-23.19,151.03999,10,,A2,,,,1.52005,Present
Barren Island,Keppels,25,9/1/06 12:40,-23.19,151.03999,10,,B1,,,,1.03544,Present
Barren Island,Keppels,25,9/1/06 12:40,-23.19,151.03999,10,,B2,,,,1.27323,Present
River Mouth,Keppels,27,9/1/06 12:00,-23.39999,150.96,1.5,,A1,,,,2.9799,Present
River Mouth,Keppels,27,9/1/06 12:00,-23.39999,150.96,1.5,,A2,,,,2.6187,Present
River Mouth,Keppels,27,9/1/06 12:00,-23.39999,150.96,1.5,,B1,,,,1.73978,Present
River Mouth,Keppels,27,9/1/06 12:00,-23.39999,150.96,1.5,,B2,,,,1.55918,Present
Pelican Island,Keppels,24,9/1/06 11:15,-23.21999,150.88999,9,,A1,,,,0.76153,Present
Pelican Island,Keppels,24,9/1/06 11:15,-23.21999,150.88999,9,,A2,,,,0.79464,Present
Pelican Island,Keppels,24,9/1/06 11:15,-23.21999,150.88999,9,,B1,,,,0.79765,Present
Pelican Island,Keppels,24,9/1/06 11:15,-23.21999,150.88999,9,,B2,,,,0.60802,Present
Near Port Douglas,Port Douglas,10,6/1/06 8:15,-16.48343,145.45775,,15,A1,29.7,34,15,0.38,Absent
Near Port Douglas,Port Douglas,10,6/1/06 8:15,-16.48343,145.45775,,15,A2,29.7,34,15,0.33,Absent
Near Port Douglas,Port Douglas,10,6/1/06 8:15,-16.48343,145.45775,,15,B1,29.7,34,15,0.42,Absent
Near Port Douglas,Port Douglas,10,6/1/06 8:15,-16.48343,145.45775,,15,B2,29.7,34,15,0.46,Absent
Shute Harbour Jetty,Coastal,207,5/1/06 8:15,-20.299,148.786,,,A1,,,,0.38528,Absent
Shute Harbour Jetty,Coastal,207,5/1/06 8:15,-20.299,148.786,,,A2,,,,0.37023,Absent
Shute Harbour Jetty,Coastal,207,5/1/06 8:15,-20.299,148.786,,,B1,,,,0.43645,Absent
Shute Harbour Jetty,Coastal,207,5/1/06 8:15,-20.299,148.786,,,B2,,,,0.46354,Absent
Rosslyn Bay Marina Wall,Coastal,209,29/12/05 7:38,-23.166,150.782,,,A1,,,,0.91203,Absent
Rosslyn Bay Marina Wall,Coastal,209,29/12/05 7:38,-23.166,150.782,,,A2,,,,0.92407,Absent
Low Isles1,Port Douglas,11,23/12/05 15:00,-16.36899,145.544,,,A1,,,,0.22575,Absent
Low Isles1,Port Douglas,11,23/12/05 15:00,-16.36899,145.544,,,A2,,,,0.21672,Absent
Low Isles1,Port Douglas,11,23/12/05 15:00,-16.36899,145.544,,,B1,,,,0.24682,Absent
Low Isles1,Port Douglas,11,23/12/05 15:00,-16.36899,145.544,,,B2,,,,0.22575,Absent
Rudder Reef,Port Douglas,82,23/12/05 14:00,-16.02917,145.67,,,A1,,,,0.22274,Absent
Rudder Reef,Port Douglas,82,23/12/05 14:00,-16.02917,145.67,,,A2,,,,0.22274,Absent
Rudder Reef,Port Douglas,82,23/12/05 14:00,-16.02917,145.67,,,B1,,,,0.23177,Absent
Rudder Reef,Port Douglas,82,23/12/05 14:00,-16.02917,145.67,,,B2,,,,0.21371,Absent
Inside Agincourt 4 Reef,Port Douglas,13,23/12/05 9:00,-15.965,145.80799,,,A1,,,,0.18963,Absent
Inside Agincourt 4 Reef,Port Douglas,13,23/12/05 9:00,-15.965,145.80799,,,A2,,,,0.20167,Absent
Inside Agincourt 4 Reef,Port Douglas,13,23/12/05 9:00,-15.965,145.80799,,,B1,,,,0.21973,Absent
Inside Agincourt 4 Reef,Port Douglas,13,23/12/05 9:00,-15.965,145.80799,,,B2,,,,0.21973,Absent
Osprey ent. Channel,Cooktown-Osprey,77,21/12/05 22:30,-13.88933,146.55516,,,A1,,,,0.03913,Absent
Osprey ent. Channel,Cooktown-Osprey,77,21/12/05 22:30,-13.88933,146.55516,,,A2,,,,0.04214,Absent
Osprey ent. Channel,Cooktown-Osprey,77,21/12/05 22:30,-13.88933,146.55516,,,B1,,,,0.03612,Absent
Osprey ent. Channel,Cooktown-Osprey,77,21/12/05 22:30,-13.88933,146.55516,,,B2,,,,0.04214,Absent
1 mile outside Codhole,Cooktown-Osprey,70,21/12/05 22:00,-14.6492,145.674,,,A1,,,,0.08428,Absent
1 mile outside Codhole,Cooktown-Osprey,70,21/12/05 22:00,-14.6492,145.674,,,A2,,,,0.04816,Absent
1 mile outside Codhole,Cooktown-Osprey,70,21/12/05 22:00,-14.6492,145.674,,,B1,,,,0.06321,Absent
1 mile outside Codhole,Cooktown-Osprey,70,21/12/05 22:00,-14.6492,145.674,,,B2,,,,0.07525,Absent
Mackay Marina Wall,Coastal,208,19/12/05 10:30,-21.105,149.215,,,A1,,,,0.808185,Absent
Mackay Marina Wall,Coastal,208,19/12/05 10:30,-21.105,149.215,,,A2,,,,0.57792,Absent
1 mile off Osprey,Cooktown-Osprey,72,19/12/05 7:16,-13.8694,146.5384,,,A1,,,,0.02709,Absent
1 mile off Osprey,Cooktown-Osprey,72,19/12/05 7:16,-13.8694,146.5384,,,A2,,,,0.01806,Absent
1 mile off Osprey,Cooktown-Osprey,72,19/12/05 7:16,-13.8694,146.5384,,,B1,,,,0.02709,Absent
1 mile off Osprey,Cooktown-Osprey,72,19/12/05 7:16,-13.8694,146.5384,,,B2,,,,0.02107,Absent
Codhole,Cooktown-Osprey,81,18/12/05 22:21,-14.61217,145.63467,,,A1,,,,0.05418,Absent
Codhole,Cooktown-Osprey,81,18/12/05 22:21,-14.61217,145.63467,,,A2,,,,0.05719,Absent
Codhole,Cooktown-Osprey,81,18/12/05 22:21,-14.61217,145.63467,,,B1,,,,0.05117,Absent
Codhole,Cooktown-Osprey,81,18/12/05 22:21,-14.61217,145.63467,,,B2,,,,0.05418,Absent
Heron Island,Capricorn-Bunkers,29,18/12/05 12:35,-23.42,151.86999,8,,A1,,,,0.40334,Present
Heron Island,Capricorn-Bunkers,29,18/12/05 12:35,-23.42,151.86999,8,,A2,,,,0.34314,Present
Heron Island,Capricorn-Bunkers,29,18/12/05 12:35,-23.42,151.86999,8,,B1,,,,0.36421,Present
Heron Island,Capricorn-Bunkers,29,18/12/05 12:35,-23.42,151.86999,8,,B2,,,,0.48461,Present
Middle Islands,Capricorn-Bunkers,92,18/12/05 12:15,-23.335,151.8011,17,,A1,,,,1.03243,Present
Middle Islands,Capricorn-Bunkers,92,18/12/05 12:15,-23.335,151.8011,17,,A2,,,,0.89698,Present
Middle Islands,Capricorn-Bunkers,92,18/12/05 12:15,-23.335,151.8011,17,,B1,,,,1.14681,Present
Middle Islands,Capricorn-Bunkers,92,18/12/05 12:15,-23.335,151.8011,17,,B2,,,,1.29129,Present
North West Island,Capricorn-Bunkers,28,18/12/05 11:45,-23.27,151.77,6,,A1,,,,0.42441,Present
North West Island,Capricorn-Bunkers,28,18/12/05 11:45,-23.27,151.77,6,,A2,,,,0.43645,Present
North West Island,Capricorn-Bunkers,28,18/12/05 11:45,-23.27,151.77,6,,B1,,,,0.39431,Present
North West Island,Capricorn-Bunkers,28,18/12/05 11:45,-23.27,151.77,6,,B2,,,,0.52675,Present
Harrier Reef,Cooktown-Osprey,69,18/12/05 11:36,-15.1172,145.6959,,,A1,,,,0.13846,Absent
Harrier Reef,Cooktown-Osprey,69,18/12/05 11:36,-15.1172,145.6959,,,A2,,,,0.15351,Absent
Harrier Reef,Cooktown-Osprey,69,18/12/05 11:36,-15.1172,145.6959,,,B1,,,,0.12341,Absent
Harrier Reef,Cooktown-Osprey,69,18/12/05 11:36,-15.1172,145.6959,,,B2,,,,0.12341,Absent
Strickland,Cooktown-Osprey,68,18/12/05 7:51,-15.078,145.4915,,,A1,,,,0.12642,Absent
Strickland,Cooktown-Osprey,68,18/12/05 7:51,-15.078,145.4915,,,A2,,,,0.12943,Absent
Strickland,Cooktown-Osprey,68,18/12/05 7:51,-15.078,145.4915,,,B1,,,,0.12642,Absent
Strickland,Cooktown-Osprey,68,18/12/05 7:51,-15.078,145.4915,,,B2,,,,0.11137,Absent
Bedford,Cooktown-Osprey,67,18/12/05 6:12,-15.27718,145.36213,,,A1,,,,0.11739,Absent
Bedford,Cooktown-Osprey,67,18/12/05 6:12,-15.27718,145.36213,,,A2,,,,0.1204,Absent
Bedford,Cooktown-Osprey,67,18/12/05 6:12,-15.27718,145.36213,,,B1,,,,0.0903,Absent
Bedford,Cooktown-Osprey,67,18/12/05 6:12,-15.27718,145.36213,,,B2,,,,0.09632,Absent
Woongarra Barolin Rocks,Coastal,212,18/12/05 0:00,-24.88,152.49,,,A1,,,,1.15283,
Woongarra Barolin Rocks,Coastal,212,18/12/05 0:00,-24.88,152.49,,,A2,,,,1.22808,
Woongarra Burkitts Reef,Coastal,214,18/12/05 0:00,-24.81,152.47,,,A1,,,,1.16788,
Woongarra Burkitts Reef,Coastal,214,18/12/05 0:00,-24.81,152.47,,,A2,,,,1.08661,
Woongarra Burnett River,Coastal,215,18/12/05 0:00,-24.76,152.41,,,A1,,,,1.67356,
Woongarra Burnett River,Coastal,215,18/12/05 0:00,-24.76,152.41,,,A2,,,,1.48995,
Woongarra Double Rock,Coastal,211,18/12/05 0:00,-24.9,152.49,,,A1,,,,1.20099,
Woongarra Double Rock,Coastal,211,18/12/05 0:00,-24.9,152.49,,,A2,,,,1.18594,
Woongarra Hoffman's Rocks,Coastal,213,18/12/05 0:00,-24.84,152.48,,,A1,,,,1.54112,
Woongarra Hoffman's Rocks,Coastal,213,18/12/05 0:00,-24.84,152.48,,,A2,,,,1.26119,
Snapper Island,Port Douglas,83,17/12/05 21:20,-16.29983,145.51283,,,A1,,,,0.10535,
Snapper Island,Port Douglas,83,17/12/05 21:20,-16.29983,145.51283,,,A2,,,,0.09331,
Snapper Island,Port Douglas,83,17/12/05 21:20,-16.29983,145.51283,,,B1,,,,0.10535,
Snapper Island,Port Douglas,83,17/12/05 21:20,-16.29983,145.51283,,,B2,,,,0.12642,
Near Port Douglas,Port Douglas,10,17/12/05 19:50,-16.48343,145.45775,,,A1,,,,0.36421,Absent
Near Port Douglas,Port Douglas,10,17/12/05 19:50,-16.48343,145.45775,,,A2,,,,0.31906,Absent
Near Port Douglas,Port Douglas,10,17/12/05 19:50,-16.48343,145.45775,,,B1,,,,0.3311,Absent
Near Port Douglas,Port Douglas,10,17/12/05 19:50,-16.48343,145.45775,,,B2,,,,0.31605,Absent
Cooktown,Cooktown-Osprey,66,17/12/05 4:50,-15.4662,145.3451,,,A1,,,,0.12943,
Cooktown,Cooktown-Osprey,66,17/12/05 4:50,-15.4662,145.3451,,,A2,,,,0.15652,
Cooktown,Cooktown-Osprey,66,17/12/05 4:50,-15.4662,145.3451,,,B1,,,,0.15351,
Cooktown,Cooktown-Osprey,66,17/12/05 4:50,-15.4662,145.3451,,,B2,,,,0.15351,
Cid Island,Whitsundays,86,16/12/05 10:48,-20.253083,148.91419,4,,A1,,,,0.70735,Present
Cid Island,Whitsundays,86,16/12/05 10:48,-20.253083,148.91419,4,,A2,,,,0.80367,Present
Cid Island,Whitsundays,86,16/12/05 10:48,-20.253083,148.91419,4,,B1,,,,0.55685,Present
Cid Island,Whitsundays,86,16/12/05 10:48,-20.253083,148.91419,4,,B2,,,,0.61103,Present
Henning,Whitsundays,88,16/12/05 10:30,-20.311333,148.927,3,,A1,,,,1.44179,Present
Henning,Whitsundays,88,16/12/05 10:30,-20.311333,148.927,3,,A2,,,,2.18827,Present
Henning,Whitsundays,88,16/12/05 10:30,-20.311333,148.927,3,,B1,,,,1.60433,Present
Henning,Whitsundays,88,16/12/05 10:30,-20.311333,148.927,3,,B2,,,,1.27022,Present
Outside Pioneer Bay,Whitsundays,43,16/12/05 9:20,-20.2425,148.71389,4,,A1,,,,0.41237,Present
Outside Pioneer Bay,Whitsundays,43,16/12/05 9:20,-20.2425,148.71389,4,,A2,,,,0.47257,Present
Outside Pioneer Bay,Whitsundays,43,16/12/05 9:20,-20.2425,148.71389,4,,B1,,,,0.51471,Present
Outside Pioneer Bay,Whitsundays,43,16/12/05 9:20,-20.2425,148.71389,4,,B2,,,,0.49063,Present
Townsville Shipping Channel,Townsville,93,14/12/05 16:28,-19.01,146.91,5,,A1,,,,0.69531,Absent
Townsville Shipping Channel,Townsville,93,14/12/05 16:28,-19.01,146.91,5,,A2,,,,0.57792,Absent
Townsville Shipping Channel,Townsville,93,14/12/05 16:28,-19.01,146.91,5,,B1,,,,0.62909,Absent
